	S2.2016.N0	S2.2016.N400	S2.2017.N400	S5.2016.N0	S5.2016.N400	S5.2017.N0	S5.2017.N400
k127_36066629_S_bin.61_7	0	0	0	0	0	0	0	

k127_36066629_S_bin.61_8	0	0	0	0	0	0	0	

k127_36066629_S_bin.61_9	0	0	0	0	0	0	0	

k127_36073113_S_bin.61_1	0	0	0	0	0	0	0	

k127_36073113_S_bin.61_2	2	3	2	2	4	10	2	

k127_36073113_S_bin.61_3	0	0	0	0	0	0	0	

k127_36073113_S_bin.61_4	0	0	0	0	0	0	0	

k127_36073113_S_bin.61_5	0	0	0	0	0	0	0	

k127_36073113_S_bin.61_6	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_1	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_2	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_3	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_4	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_5	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_6	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_7	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_8	0	0	0	0	0	0	0	

k127_36083611_S_bin.61_9	0	0	0	0	0	0	0	

k127_36084642_S_bin.29_1	0	0	0	0	0	0	0	

k127_36084642_S_bin.29_2	0	0	0	0	0	0	0	

k127_36084642_S_bin.29_3	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_1	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_10	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_2	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_3	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_4	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_5	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_6	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_7	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_8	0	0	0	0	0	0	0	

k127_3608832_M_bin.60_9	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_1	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_2	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_3	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_4	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_5	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_6	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_7	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_8	0	0	0	0	0	0	0	

k127_3608918_M_bin.67_9	1	0	0	0	0	0	0	

k127_36095910_S_bin.29_1	0	0	0	0	0	0	0	

k127_36095910_S_bin.29_2	0	0	0	0	0	0	0	

k127_36095910_S_bin.29_3	0	0	1	0	0	0	0	

k127_36095910_S_bin.29_4	0	0	0	0	0	0	0	

k127_36095910_S_bin.29_5	0	0	0	0	0	0	0	

k127_36095910_S_bin.29_6	0	0	0	0	0	0	0	

k127_36095910_S_bin.29_7	0	0	0	0	0	0	0	

k127_36095910_S_bin.29_8	0	0	0	0	0	0	0	

k127_36096691_S_bin.29_1	0	0	0	0	0	0	0	

k127_36096691_S_bin.29_2	0	0	0	0	0	0	0	

k127_36096691_S_bin.29_3	2	3	3	1	1	4	1	

k127_36102583_S_bin.29_1	0	0	0	0	0	0	0	

k127_36102583_S_bin.29_2	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_1	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_10	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_11	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_12	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_13	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_14	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_2	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_3	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_4	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_5	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_6	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_7	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_8	0	0	0	0	0	0	0	

k127_36115823_S_bin.117_9	0	0	0	0	0	0	0	

k127_36123984_S_bin.61_1	0	0	0	0	0	0	0	

k127_36123984_S_bin.61_2	0	0	0	0	0	0	0	

k127_36123984_S_bin.61_3	0	0	0	0	0	0	0	

k127_36123984_S_bin.61_4	0	0	0	0	0	0	0	

k127_36126006_S_bin.117_1	0	0	0	0	0	0	0	

k127_36126006_S_bin.117_2	0	0	0	0	0	0	0	

k127_36126006_S_bin.117_3	0	0	0	0	0	0	0	

k127_36126006_S_bin.117_4	0	0	0	0	0	0	0	

k127_36132739_S_bin.28_1	0	0	0	0	0	0	0	

k127_36132739_S_bin.28_2	0	0	0	0	0	0	0	

k127_36132739_S_bin.28_3	0	0	0	0	0	0	0	

k127_36132739_S_bin.28_4	0	0	0	0	0	0	0	

k127_36141491_S_bin.29_1	0	0	0	0	0	0	0	

k127_36141491_S_bin.29_2	0	0	0	0	0	0	0	

k127_36141491_S_bin.29_3	0	0	0	0	0	0	0	

k127_36141491_S_bin.29_4	0	0	0	0	0	0	0	

k127_36141491_S_bin.29_5	0	0	0	0	0	0	0	

k127_36141491_S_bin.29_6	0	0	0	0	0	0	0	

k127_36142748_S_bin.117_1	0	0	0	0	0	0	0	

k127_36142748_S_bin.117_2	0	0	0	0	0	0	0	

k127_36142748_S_bin.117_3	0	0	0	0	0	0	0	

k127_36142748_S_bin.117_4	0	0	0	0	0	0	0	

k127_36142748_S_bin.117_5	0	0	0	0	0	0	0	

k127_36153753_S_bin.117_1	0	0	0	0	0	0	0	

k127_36153753_S_bin.117_2	0	0	0	0	0	0	0	

k127_36153753_S_bin.117_3	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_1	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_10	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_2	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_3	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_4	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_5	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_6	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_7	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_8	0	0	0	0	0	0	0	

k127_36156391_S_bin.28_9	0	0	0	0	0	0	0	

k127_36157251_S_bin.117_1	0	0	0	0	0	0	0	

k127_36157251_S_bin.117_2	0	0	0	0	0	0	0	

k127_36157251_S_bin.117_3	0	0	0	0	0	0	0	

k127_36157251_S_bin.117_4	0	0	0	0	0	0	0	

k127_3616525_M_bin.47_1	0	0	0	0	0	0	0	

k127_3616525_M_bin.47_2	0	0	0	0	0	0	0	

k127_3616525_M_bin.47_3	0	0	0	0	0	0	0	

k127_36187857_S_bin.61_1	0	0	0	0	0	0	0	

k127_36187857_S_bin.61_2	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_1	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_10	14	5	7	8	15	13	11	

k127_36189194_S_bin.29_11	2	7	12	3	3	9	3	

k127_36189194_S_bin.29_12	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_13	14	25	18	10	16	29	9	

k127_36189194_S_bin.29_14	1	0	2	2	1	2	1	

k127_36189194_S_bin.29_15	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_16	8	11	7	3	9	17	3	

k127_36189194_S_bin.29_17	3	10	10	7	6	8	3	

k127_36189194_S_bin.29_18	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_19	4	4	4	2	2	3	1	

k127_36189194_S_bin.29_2	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_20	7	6	9	6	7	7	3	

k127_36189194_S_bin.29_3	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_4	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_5	1	0	0	0	0	0	0	

k127_36189194_S_bin.29_6	1	6	3	2	2	6	0	

k127_36189194_S_bin.29_7	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_8	0	0	0	0	0	0	0	

k127_36189194_S_bin.29_9	0	1	0	0	0	0	0	

k127_36189654_S_bin.29_1	0	0	0	0	0	0	0	

k127_36189654_S_bin.29_2	0	0	0	0	0	0	0	

k127_36189654_S_bin.29_3	0	0	0	0	0	0	0	

k127_36189654_S_bin.29_4	0	0	0	0	0	0	0	

k127_36189654_S_bin.29_5	0	0	0	0	0	0	0	

k127_36189654_S_bin.29_6	0	0	0	0	0	0	0	

k127_36189654_S_bin.29_7	0	0	0	0	0	0	0	

k127_36189654_S_bin.29_8	0	0	0	0	0	0	0	

k127_36195513_S_bin.117_1	0	0	0	0	0	0	0	

k127_36195513_S_bin.117_2	0	0	0	0	0	0	0	

k127_36195513_S_bin.117_3	0	0	0	0	0	0	0	

k127_36195513_S_bin.117_4	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_1	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_10	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_2	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_3	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_4	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_5	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_6	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_7	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_8	0	0	0	0	0	0	0	

k127_36198347_S_bin.61_9	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_1	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_10	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_11	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_12	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_13	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_14	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_15	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_16	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_17	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_18	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_19	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_2	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_20	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_21	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_3	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_4	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_5	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_6	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_7	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_8	0	0	0	0	0	0	0	

k127_36200755_S_bin.28_9	0	0	0	0	0	0	0	

k127_3620341_M_bin.12_1	0	0	0	0	0	0	0	

k127_3620341_M_bin.12_2	0	0	0	0	0	0	0	

k127_3620341_M_bin.12_3	0	0	0	0	0	0	0	

k127_3620341_M_bin.12_4	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_1	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_10	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_11	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_12	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_13	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_2	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_3	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_4	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_5	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_6	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_7	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_8	0	0	0	0	0	0	0	

k127_36216554_S_bin.27_9	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_1	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_2	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_3	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_4	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_5	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_6	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_7	0	0	0	0	0	0	0	

k127_36217275_S_bin.28_8	0	0	0	0	0	0	0	

k127_36228195_S_bin.117_1	0	0	0	0	0	0	0	

k127_36228195_S_bin.117_2	0	0	0	0	0	0	0	

k127_36228195_S_bin.117_3	0	0	0	0	0	0	0	

k127_36228195_S_bin.117_4	1	1	1	1	0	0	1	

k127_36263275_S_bin.61_1	0	0	0	0	0	0	0	

k127_36263275_S_bin.61_2	0	0	0	0	0	0	0	

k127_36263275_S_bin.61_3	0	0	0	0	0	0	0	

k127_362724_M_bin.8_1	0	0	0	0	0	0	0	

k127_362724_M_bin.8_10	0	0	0	0	0	0	0	

k127_362724_M_bin.8_11	0	0	0	0	0	0	0	

k127_362724_M_bin.8_12	0	0	0	0	0	0	0	

k127_362724_M_bin.8_13	2	2	3	2	2	1	2	

k127_362724_M_bin.8_14	0	0	0	0	0	0	0	

k127_362724_M_bin.8_15	0	0	0	0	0	0	0	

k127_362724_M_bin.8_16	0	0	0	0	0	0	0	

k127_362724_M_bin.8_17	0	0	0	0	0	0	0	

k127_362724_M_bin.8_18	0	0	0	0	0	0	0	

k127_362724_M_bin.8_19	0	0	0	0	0	0	0	

k127_362724_M_bin.8_2	0	0	0	0	0	0	0	

k127_362724_M_bin.8_20	0	0	0	0	0	0	0	

k127_362724_M_bin.8_21	0	0	0	0	0	0	0	

k127_362724_M_bin.8_22	0	0	0	0	0	0	0	

k127_362724_M_bin.8_23	0	0	0	0	0	0	0	

k127_362724_M_bin.8_24	0	0	0	0	0	0	0	

k127_362724_M_bin.8_25	0	0	0	0	0	0	0	

k127_362724_M_bin.8_26	0	0	0	0	0	0	0	

k127_362724_M_bin.8_27	0	0	0	0	0	0	0	

k127_362724_M_bin.8_28	0	0	0	0	0	0	0	

k127_362724_M_bin.8_29	0	0	0	0	0	0	0	

k127_362724_M_bin.8_3	0	0	0	1	0	0	0	

k127_362724_M_bin.8_4	0	0	1	0	1	0	2	

k127_362724_M_bin.8_5	0	0	0	0	0	0	0	

k127_362724_M_bin.8_6	0	0	0	0	0	0	0	

k127_362724_M_bin.8_7	0	0	0	1	0	1	0	

k127_362724_M_bin.8_8	0	0	0	0	0	0	0	

k127_362724_M_bin.8_9	0	0	0	0	0	0	0	

k127_3627911_M_bin.47_1	0	0	0	0	0	0	0	

k127_3627911_M_bin.47_2	0	0	0	0	0	0	0	

k127_3627911_M_bin.47_3	0	0	0	0	0	0	0	

k127_36279394_S_bin.117_1	0	0	0	0	0	0	0	

k127_36279394_S_bin.117_2	0	0	0	0	0	0	0	

k127_36279394_S_bin.117_3	0	0	0	0	0	0	0	

k127_362807_M_bin.50_1	0	0	0	0	0	0	0	

k127_362807_M_bin.50_2	0	0	0	0	0	0	0	

k127_362807_M_bin.50_3	0	0	0	0	0	0	0	

k127_362807_M_bin.50_4	0	0	0	0	0	0	0	

k127_362807_M_bin.50_5	0	0	0	0	0	0	0	

k127_362807_M_bin.50_6	0	0	0	0	0	0	0	

k127_362911_M_bin.60_1	0	0	0	0	0	0	0	

k127_362911_M_bin.60_2	0	0	0	0	0	0	0	

k127_362911_M_bin.60_3	0	0	0	0	0	0	0	

k127_362911_M_bin.60_4	0	0	0	0	0	0	0	

k127_362911_M_bin.60_5	0	0	0	0	0	0	0	

k127_362911_M_bin.60_6	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_1	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_2	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_3	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_4	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_5	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_6	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_7	0	0	0	0	0	0	0	

k127_36295592_S_bin.28_8	0	0	0	0	0	0	0	

k127_36301253_S_bin.29_1	0	0	0	0	0	0	0	

k127_36301253_S_bin.29_2	0	0	0	0	0	0	0	

k127_36301253_S_bin.29_3	0	0	0	0	0	0	0	

k127_36301253_S_bin.29_4	0	0	0	0	0	0	0	

k127_36301253_S_bin.29_5	0	0	0	0	0	0	0	

k127_36302711_S_bin.117_1	0	0	0	0	0	0	0	

k127_36302711_S_bin.117_2	0	0	0	0	0	0	0	

k127_36302711_S_bin.117_3	0	0	0	0	0	0	0	

k127_36302711_S_bin.117_4	0	0	0	0	0	0	0	

k127_36302711_S_bin.117_5	0	0	0	0	0	0	0	

k127_36302711_S_bin.117_6	0	0	0	0	0	0	0	

k127_36302711_S_bin.117_7	0	0	0	0	0	0	0	

k127_36307760_S_bin.61_1	0	0	0	0	0	0	0	

k127_36307760_S_bin.61_2	0	0	0	0	0	0	0	

k127_36309800_S_bin.117_1	0	0	0	0	0	0	0	

k127_36309800_S_bin.117_2	0	0	0	0	0	0	0	

k127_36309800_S_bin.117_3	0	0	0	0	0	0	0	

k127_36316522_S_bin.61_1	0	0	0	0	0	0	0	

k127_36316522_S_bin.61_2	0	0	0	0	0	0	0	

k127_36316522_S_bin.61_3	0	0	0	0	0	0	0	

k127_36316522_S_bin.61_4	1	1	1	0	0	1	4	

k127_36316522_S_bin.61_5	0	0	1	0	0	0	1	

k127_36316522_S_bin.61_6	0	0	0	0	0	0	0	

k127_36316522_S_bin.61_7	0	0	0	0	0	0	0	

k127_36316522_S_bin.61_8	0	0	0	0	0	0	0	

k127_36316522_S_bin.61_9	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_1	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_2	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_3	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_4	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_5	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_6	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_7	0	0	0	0	0	0	0	

k127_3632640_M_bin.47_8	0	0	0	0	0	0	0	

k127_3633428_M_bin.12_1	0	0	0	0	0	0	0	

k127_3633428_M_bin.12_2	0	0	0	0	0	0	0	

k127_3633428_M_bin.12_3	0	0	0	0	0	0	0	

k127_3633428_M_bin.12_4	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_1	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_10	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_11	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_12	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_13	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_14	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_15	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_16	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_17	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_18	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_19	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_2	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_20	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_21	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_22	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_23	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_24	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_25	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_26	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_27	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_28	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_29	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_3	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_30	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_31	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_32	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_33	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_34	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_35	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_36	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_37	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_38	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_39	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_4	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_40	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_41	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_42	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_43	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_5	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_6	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_7	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_8	0	0	0	0	0	0	0	

k127_36336105_S_bin.28_9	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_1	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_10	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_11	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_12	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_13	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_14	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_15	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_2	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_3	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_4	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_5	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_6	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_7	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_8	0	0	0	0	0	0	0	

k127_36381583_S_bin.28_9	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_1	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_10	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_11	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_12	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_13	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_14	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_15	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_2	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_3	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_4	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_5	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_6	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_7	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_8	0	0	0	0	0	0	0	

k127_3638238_M_bin.67_9	0	0	0	0	0	0	0	

k127_36391075_S_bin.117_1	0	0	0	0	0	0	0	

k127_36391075_S_bin.117_2	0	0	0	0	0	0	0	

k127_36391075_S_bin.117_3	0	0	0	0	0	0	0	

k127_36394054_S_bin.117_1	0	0	0	0	0	0	0	

k127_36394054_S_bin.117_2	0	0	0	0	0	0	0	

k127_36394054_S_bin.117_3	0	0	0	0	0	0	0	

k127_36394054_S_bin.117_4	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_1	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_10	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_11	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_12	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_13	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_14	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_15	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_16	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_17	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_18	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_19	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_2	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_20	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_21	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_22	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_23	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_24	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_3	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_4	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_5	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_6	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_7	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_8	0	0	0	0	0	0	0	

k127_36395896_S_bin.28_9	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_1	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_10	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_11	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_12	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_13	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_14	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_15	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_16	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_17	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_18	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_19	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_2	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_20	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_21	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_22	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_23	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_24	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_25	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_26	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_3	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_4	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_5	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_6	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_7	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_8	0	0	0	0	0	0	0	

k127_36403366_S_bin.28_9	0	0	0	0	0	0	0	

k127_36406921_S_bin.27_1	0	0	0	0	0	0	0	

k127_36406921_S_bin.27_2	0	0	0	0	0	0	0	

k127_36406921_S_bin.27_3	0	0	0	0	0	0	0	

k127_36406921_S_bin.27_4	0	1	0	0	1	0	0	

k127_36406921_S_bin.27_5	0	0	0	0	0	0	0	

k127_3641497_M_bin.52_1	0	0	0	0	0	0	0	

